Area Code (M49),Area,Year,Unit,Value,Flag,Flag Description,Note
554,New Zealand,2017,t,23644.3,A,Official figure,
554,New Zealand,2018,t,10769.86,A,Official figure,
554,New Zealand,2019,t,16799.72,E,Estimated value,
554,New Zealand,2020,t,17071.29,E,Estimated value,
554,New Zealand,2021,t,14868.96,I,Value imputed by a receiving agency,
554,New Zealand,2022,t,14740.4,I,Value imputed by a receiving agency,
554,New Zealand,2023,t,14864,I,Value imputed by a receiving agency,
554,New Zealand,2024,t,14987.6,I,Value imputed by a receiving agency,
562,Niger,1990,t,1000,E,Estimated value,
562,Niger,1991,t,1200,E,Estimated value,
562,Niger,1992,t,1300,E,Estimated value,
562,Niger,1993,t,1500,E,Estimated value,
562,Niger,1994,t,1700,E,Estimated value,
562,Niger,1995,t,2000,E,Estimated value,
562,Niger,1996,t,2100,E,Estimated value,
562,Niger,1997,t,2200,E,Estimated value,
562,Niger,1998,t,2426,A,Official figure,
562,Niger,1999,t,904,A,Official figure,
562,Niger,2000,t,1000,E,Estimated value,
562,Niger,2001,t,1300,A,Official figure,
562,Niger,2002,t,1500,A,Official figure,
562,Niger,2003,t,1400,A,Official figure,
562,Niger,2004,t,1000,X,Figure from external organization,Unofficial figure
562,Niger,2005,t,1500,X,Figure from external organization,Unofficial figure
562,Niger,2006,t,1700,E,Estimated value,
562,Niger,2007,t,1791,A,Official figure,
562,Niger,2008,t,1750,E,Estimated value,
562,Niger,2009,t,1466,A,Official figure,
562,Niger,2010,t,1540,A,Official figure,
562,Niger,2011,t,493,A,Official figure,
562,Niger,2012,t,808,I,Value imputed by a receiving agency,
562,Niger,2013,t,1397.43,I,Value imputed by a receiving agency,
562,Niger,2014,t,1550.49,I,Value imputed by a receiving agency,
562,Niger,2015,t,1250.64,I,Value imputed by a receiving agency,
562,Niger,2016,t,1399.52,E,Estimated value,
562,Niger,2017,t,1412.66,I,Value imputed by a receiving agency,
562,Niger,2018,t,1379.54,I,Value imputed by a receiving agency,
562,Niger,2019,t,1335.53,I,Value imputed by a receiving agency,
562,Niger,2020,t,1314.96,I,Value imputed by a receiving agency,
562,Niger,2021,t,1354.49,I,Value imputed by a receiving agency,
562,Niger,2022,t,1390.36,I,Value imputed by a receiving agency,
562,Niger,2023,t,1387.57,I,Value imputed by a receiving agency,
562,Niger,2024,t,1384.78,I,Value imputed by a receiving agency,
512,Oman,1961,t,1500,E,Estimated value,
512,Oman,1962,t,1500,E,Estimated value,
512,Oman,1963,t,1500,E,Estimated value,
512,Oman,1964,t,1600,E,Estimated value,
512,Oman,1965,t,1600,E,Estimated value,
512,Oman,1966,t,1700,E,Estimated value,
512,Oman,1967,t,1850,A,Official figure,
512,Oman,1968,t,1850,E,Estimated value,
512,Oman,1969,t,1850,E,Estimated value,
512,Oman,1970,t,1900,E,Estimated value,
512,Oman,1971,t,1900,E,Estimated value,
512,Oman,1972,t,1950,E,Estimated value,
512,Oman,1973,t,2000,E,Estimated value,
512,Oman,1974,t,2000,E,Estimated value,
512,Oman,1975,t,2000,E,Estimated value,
512,Oman,1976,t,2000,E,Estimated value,
512,Oman,1977,t,2100,E,Estimated value,
512,Oman,1978,t,2100,E,Estimated value,
512,Oman,1979,t,2100,E,Estimated value,
512,Oman,1980,t,2100,E,Estimated value,
512,Oman,1981,t,850,E,Estimated value,
512,Oman,1982,t,850,E,Estimated value,
512,Oman,1983,t,850,E,Estimated value,
512,Oman,1984,t,850,E,Estimated value,
512,Oman,1985,t,850,E,Estimated value,
512,Oman,1986,t,900,E,Estimated value,
512,Oman,1987,t,1000,E,Estimated value,
512,Oman,1988,t,1050,E,Estimated value,
512,Oman,1989,t,1100,E,Estimated value,
512,Oman,1990,t,1150,E,Estimated value,
512,Oman,1991,t,1200,E,Estimated value,
512,Oman,1992,t,1244.93,I,Value imputed by a receiving agency,
512,Oman,1993,t,1300,E,Estimated value,
512,Oman,1994,t,1320,E,Estimated value,
512,Oman,1995,t,1350,E,Estimated value,
512,Oman,1996,t,1380,E,Estimated value,
512,Oman,1997,t,1400,E,Estimated value,
512,Oman,1998,t,1385.37,I,Value imputed by a receiving agency,
512,Oman,1999,t,1386.89,I,Value imputed by a receiving agency,
512,Oman,2000,t,1387.17,I,Value imputed by a receiving agency,
512,Oman,2001,t,1386.55,I,Value imputed by a receiving agency,
512,Oman,2002,t,1385.34,I,Value imputed by a receiving agency,
512,Oman,2003,t,1383.87,I,Value imputed by a receiving agency,
512,Oman,2004,t,1352.99,I,Value imputed by a receiving agency,
512,Oman,2005,t,1348.92,I,Value imputed by a receiving agency,
512,Oman,2006,t,1343.5,I,Value imputed by a receiving agency,
512,Oman,2007,t,1337.87,I,Value imputed by a receiving agency,
512,Oman,2008,t,1334.65,I,Value imputed by a receiving agency,
512,Oman,2009,t,1334.44,I,Value imputed by a receiving agency,
512,Oman,2010,t,1337.4,I,Value imputed by a receiving agency,
512,Oman,2011,t,1343.7,I,Value imputed by a receiving agency,
512,Oman,2012,t,1300,E,Estimated value,
512,Oman,2013,t,1400,E,Estimated value,
512,Oman,2014,t,1410.49,I,Value imputed by a receiving agency,
512,Oman,2015,t,1350.34,I,Value imputed by a receiving agency,
512,Oman,2016,t,1386.94,E,Estimated value,
512,Oman,2017,t,6193,A,Official figure,
512,Oman,2018,t,10942,A,Official figure,
512,Oman,2019,t,11051,A,Official figure,
512,Oman,2020,t,29810,A,Official figure,
512,Oman,2021,t,17547,A,Official figure,
512,Oman,2022,t,28848,A,Official figure,
512,Oman,2023,t,31738,A,Official figure,
512,Oman,2024,t,32498,A,Official figure,
275,Palestine,1996,t,30,E,Estimated value,
275,Palestine,1997,t,60,E,Estimated value,
275,Palestine,1998,t,100,E,Estimated value,
275,Palestine,1999,t,110,A,Official figure,
275,Palestine,2000,t,375,A,Official figure,
275,Palestine,2001,t,2279,A,Official figure,
275,Palestine,2002,t,738,A,Official figure,
275,Palestine,2003,t,244,A,Official figure,
275,Palestine,2004,t,250,E,Estimated value,
275,Palestine,2005,t,459.98,I,Value imputed by a receiving agency,
275,Palestine,2006,t,624.91,I,Value imputed by a receiving agency,
275,Palestine,2007,t,528.08,I,Value imputed by a receiving agency,
275,Palestine,2008,t,551.75,I,Value imputed by a receiving agency,
275,Palestine,2009,t,575.42,I,Value imputed by a receiving agency,
275,Palestine,2010,t,599.09,I,Value imputed by a receiving agency,
275,Palestine,2011,t,622.76,I,Value imputed by a receiving agency,
275,Palestine,2012,t,646.43,I,Value imputed by a receiving agency,
275,Palestine,2013,t,670.1,I,Value imputed by a receiving agency,
275,Palestine,2014,t,728.41,I,Value imputed by a receiving agency,
275,Palestine,2015,t,772.32,I,Value imputed by a receiving agency,
275,Palestine,2016,t,723.61,E,Estimated value,
275,Palestine,2017,t,767.61,I,Value imputed by a receiving agency,
275,Palestine,2018,t,673.34,I,Value imputed by a receiving agency,
275,Palestine,2019,t,720,A,Official figure,
275,Palestine,2020,t,760,A,Official figure,
275,Palestine,2021,t,42,A,Official figure,
275,Palestine,2022,t,572.87,I,Value imputed by a receiving agency,
604,Peru,1996,t,5236,A,Official figure,
604,Peru,1997,t,7550,A,Official figure,
604,Peru,1998,t,6187,A,Official figure,
604,Peru,1999,t,6016,A,Official figure,
604,Peru,2000,t,7170,A,Official figure,
604,Peru,2001,t,7218,A,Official figure,
604,Peru,2002,t,6750,A,Official figure,
604,Peru,2003,t,6900,E,Estimated value,
604,Peru,2004,t,7000,E,Estimated value,
604,Peru,2005,t,7100,E,Estimated value,
604,Peru,2006,t,7300,E,Estimated value,
604,Peru,2007,t,7500,E,Estimated value,
604,Peru,2008,t,7410.4,I,Value imputed by a receiving agency,
604,Peru,2009,t,7600,E,Estimated value,
604,Peru,2010,t,7555.25,I,Value imputed by a receiving agency,
604,Peru,2011,t,7640.67,I,Value imputed by a receiving agency,
604,Peru,2012,t,7554.35,I,Value imputed by a receiving agency,
604,Peru,2013,t,7606.38,I,Value imputed by a receiving agency,
604,Peru,2014,t,7711.81,I,Value imputed by a receiving agency,
604,Peru,2015,t,7797.57,I,Value imputed by a receiving agency,
604,Peru,2016,t,7832.66,I,Value imputed by a receiving agency,
604,Peru,2017,t,7869.42,I,Value imputed by a receiving agency,
604,Peru,2018,t,7902.35,I,Value imputed by a receiving agency,
604,Peru,2019,t,7948.16,I,Value imputed by a receiving agency,
604,Peru,2020,t,7983.25,I,Value imputed by a receiving agency,
604,Peru,2021,t,8056.71,I,Value imputed by a receiving agency,
604,Peru,2022,t,7962.11,I,Value imputed by a receiving agency,
604,Peru,2023,t,7998.01,I,Value imputed by a receiving agency,
604,Peru,2024,t,8028.33,I,Value imputed by a receiving agency,
616,Poland,2003,t,3212,A,Official figure,
616,Poland,2004,t,2908,A,Official figure,
616,Poland,2005,t,2971,A,Official figure,
616,Poland,2006,t,2880,A,Official figure,
616,Poland,2007,t,6728,A,Official figure,
616,Poland,2008,t,3821,A,Official figure,
616,Poland,2009,t,6617,A,Official figure,
616,Poland,2010,t,29560,A,Official figure,
616,Poland,2011,t,10812,A,Official figure,
616,Poland,2012,t,7788,A,Official figure,
616,Poland,2013,t,18608,A,Official figure,
616,Poland,2014,t,17876,A,Official figure,
616,Poland,2015,t,6619,A,Official figure,
616,Poland,2016,t,2539,A,Official figure,
616,Poland,2017,t,3022,A,Official figure,
616,Poland,2018,t,120770,A,Official figure,
616,Poland,2019,t,117530,A,Official figure,
616,Poland,2020,t,169700,A,Official figure,
616,Poland,2021,t,181750,A,Official figure,
616,Poland,2022,t,218940,A,Official figure,
616,Poland,2023,t,193970,A,Official figure,
616,Poland,2024,t,192640,A,Official figure,
620,Portugal,2018,t,3100,A,Official figure,
620,Portugal,2019,t,1660,A,Official figure,
620,Portugal,2020,t,1540,A,Official figure,
620,Portugal,2021,t,1480,A,Official figure,
620,Portugal,2022,t,1120,A,Official figure,
620,Portugal,2023,t,310,A,Official figure,
620,Portugal,2024,t,720,A,Official figure,
634,Qatar,1999,t,1200,E,Estimated value,
634,Qatar,2000,t,1200,E,Estimated value,
634,Qatar,2001,t,1200,E,Estimated value,
634,Qatar,2002,t,886.77,I,Value imputed by a receiving agency,
634,Qatar,2003,t,482,A,Official figure,
634,Qatar,2004,t,1224,A,Official figure,
634,Qatar,2005,t,1347,A,Official figure,
634,Qatar,2006,t,1000,E,Estimated value,
634,Qatar,2007,t,700,E,Estimated value,
634,Qatar,2008,t,350,E,Estimated value,
634,Qatar,2009,t,87.6,X,Figure from external organization,Unofficial figure
634,Qatar,2010,t,52,A,Official figure,
634,Qatar,2011,t,9,A,Official figure,
634,Qatar,2012,t,119,A,Official figure,
634,Qatar,2013,t,361,A,Official figure,
634,Qatar,2014,t,15,A,Official figure,
634,Qatar,2015,t,48.6,A,Official figure,
634,Qatar,2016,t,125.4,A,Official figure,
634,Qatar,2017,t,121,A,Official figure,
634,Qatar,2018,t,190,A,Official figure,
634,Qatar,2019,t,162,A,Official figure,
634,Qatar,2020,t,288,A,Official figure,
634,Qatar,2021,t,129,A,Official figure,
634,Qatar,2022,t,1,A,Official figure,
634,Qatar,2023,t,0,A,Official figure,
634,Qatar,2024,t,0,E,Estimated value,
410,Republic of Korea,1961,t,0,A,Official figure,
410,Republic of Korea,1962,t,0,A,Official figure,
410,Republic of Korea,1963,t,0,A,Official figure,
410,Republic of Korea,1964,t,0,A,Official figure,
410,Republic of Korea,1965,t,0,A,Official figure,
410,Republic of Korea,1966,t,0,A,Official figure,
410,Republic of Korea,1967,t,0,A,Official figure,
410,Republic of Korea,1968,t,0,A,Official figure,
410,Republic of Korea,1969,t,0,A,Official figure,
410,Republic of Korea,1970,t,0,A,Official figure,
410,Republic of Korea,1971,t,0,A,Official figure,
410,Republic of Korea,1972,t,0,A,Official figure,
410,Republic of Korea,1973,t,0,A,Official figure,
410,Republic of Korea,1974,t,200,E,Estimated value,
410,Republic of Korea,1975,t,590,A,Official figure,
410,Republic of Korea,1976,t,1040,A,Official figure,
410,Republic of Korea,1977,t,1788,A,Official figure,
410,Republic of Korea,1978,t,734,A,Official figure,
410,Republic of Korea,1979,t,841,A,Official figure,
410,Republic of Korea,1980,t,701,A,Official figure,
410,Republic of Korea,1981,t,681,A,Official figure,
410,Republic of Korea,1982,t,2313,A,Official figure,
410,Republic of Korea,1983,t,2007,A,Official figure,
410,Republic of Korea,1984,t,2085,A,Official figure,
410,Republic of Korea,1985,t,1277,A,Official figure,
410,Republic of Korea,1986,t,1837,A,Official figure,
410,Republic of Korea,1987,t,5352,A,Official figure,
410,Republic of Korea,1988,t,1425,A,Official figure,
410,Republic of Korea,1989,t,1644,A,Official figure,
410,Republic of Korea,1990,t,2169,A,Official figure,
410,Republic of Korea,1991,t,2207,A,Official figure,
410,Republic of Korea,1992,t,2138,A,Official figure,
410,Republic of Korea,1993,t,937,A,Official figure,
410,Republic of Korea,1994,t,975,A,Official figure,
410,Republic of Korea,1995,t,1859,A,Official figure,
410,Republic of Korea,1996,t,3071,A,Official figure,
410,Republic of Korea,1997,t,2305,A,Official figure,
410,Republic of Korea,1998,t,2676,A,Official figure,
410,Republic of Korea,1999,t,2151,A,Official figure,
410,Republic of Korea,2000,t,2918,A,Official figure,
410,Republic of Korea,2001,t,3922,A,Official figure,
410,Republic of Korea,2002,t,4121,A,Official figure,
410,Republic of Korea,2003,t,4042,A,Official figure,
410,Republic of Korea,2004,t,3469,A,Official figure,
410,Republic of Korea,2005,t,5196,A,Official figure,
410,Republic of Korea,2006,t,8152,A,Official figure,
410,Republic of Korea,2007,t,7620,A,Official figure,
410,Republic of Korea,2008,t,5557,A,Official figure,
410,Republic of Korea,2009,t,4905,A,Official figure,
410,Republic of Korea,2010,t,9075,A,Official figure,
410,Republic of Korea,2011,t,10441,A,Official figure,
410,Republic of Korea,2012,t,14993,A,Official figure,
410,Republic of Korea,2013,t,12634,A,Official figure,
410,Republic of Korea,2014,t,14967,A,Official figure,
410,Republic of Korea,2015,t,17723,A,Official figure,
410,Republic of Korea,2016,t,14074,A,Official figure,
410,Republic of Korea,2017,t,11756,A,Official figure,
410,Republic of Korea,2018,t,9738,A,Official figure,
410,Republic of Korea,2019,t,22039,A,Official figure,
410,Republic of Korea,2020,t,19677,A,Official figure,
410,Republic of Korea,2021,t,16205,A,Official figure,
410,Republic of Korea,2022,t,21882,A,Official figure,
410,Republic of Korea,2023,t,22020.23,I,Value imputed by a receiving agency,
410,Republic of Korea,2024,t,21538.24,I,Value imputed by a receiving agency,
642,Romania,1961,t,0,A,Official figure,
642,Romania,1962,t,0,A,Official figure,
642,Romania,1963,t,0,A,Official figure,
642,Romania,1964,t,0,A,Official figure,
642,Romania,1965,t,0,A,Official figure,
642,Romania,1966,t,0,A,Official figure,
642,Romania,1967,t,0,A,Official figure,
642,Romania,1968,t,0,A,Official figure,
642,Romania,1969,t,0,A,Official figure,
642,Romania,1970,t,0,A,Official figure,
642,Romania,1971,t,0,A,Official figure,
642,Romania,1972,t,0,A,Official figure,
642,Romania,1973,t,0,A,Official figure,
642,Romania,1974,t,0,A,Official figure,
642,Romania,1975,t,0,A,Official figure,
642,Romania,1976,t,0,A,Official figure,
642,Romania,1977,t,200,A,Official figure,
642,Romania,1978,t,100,A,Official figure,
642,Romania,1979,t,100,A,Official figure,
642,Romania,1980,t,100,A,Official figure,
642,Romania,1981,t,200,A,Official figure,
642,Romania,1982,t,600,A,Official figure,
642,Romania,1983,t,1000,A,Official figure,
642,Romania,1984,t,1500,A,Official figure,
642,Romania,1985,t,300,A,Official figure,
642,Romania,1986,t,200,A,Official figure,
642,Romania,1987,t,300,A,Official figure,
642,Romania,1988,t,300,E,Estimated value,
642,Romania,1989,t,330,E,Estimated value,
642,Romania,1990,t,1370,A,Official figure,
642,Romania,1991,t,4063,A,Official figure,
642,Romania,1992,t,3427,A,Official figure,
642,Romania,1993,t,2812,A,Official figure,
642,Romania,1994,t,1330,A,Official figure,
642,Romania,1995,t,1260,A,Official figure,
642,Romania,1996,t,2239,A,Official figure,
642,Romania,1997,t,1189,A,Official figure,
642,Romania,1998,t,1354,A,Official figure,
642,Romania,1999,t,1402,A,Official figure,
642,Romania,2000,t,354,A,Official figure,
642,Romania,2001,t,1465,A,Official figure,
642,Romania,2002,t,1660,A,Official figure,
642,Romania,2003,t,2383,A,Official figure,
642,Romania,2004,t,3280,A,Official figure,
642,Romania,2005,t,2741.46,I,Value imputed by a receiving agency,
642,Romania,2006,t,1802,A,Official figure,
642,Romania,2007,t,2327,A,Official figure,
642,Romania,2008,t,2853,A,Official figure,
642,Romania,2009,t,2206,A,Official figure,
642,Romania,2010,t,5878,A,Official figure,
642,Romania,2011,t,6293,A,Official figure,
642,Romania,2012,t,7169,A,Official figure,
642,Romania,2013,t,6264,A,Official figure,
642,Romania,2014,t,6951,A,Official figure,
642,Romania,2015,t,3784,A,Official figure,
642,Romania,2016,t,7365,A,Official figure,
642,Romania,2017,t,6016,A,Official figure,
642,Romania,2018,t,5490,A,Official figure,
642,Romania,2019,t,1400,A,Official figure,
642,Romania,2020,t,1390,A,Official figure,
642,Romania,2021,t,2730,A,Official figure,
642,Romania,2022,t,1870,A,Official figure,
642,Romania,2023,t,4060,A,Official figure,
642,Romania,2024,t,2290,A,Official figure,
643,Russian Federation,1992,t,20000,E,Estimated value,
643,Russian Federation,1993,t,30000,E,Estimated value,
643,Russian Federation,1994,t,31650.09,I,Value imputed by a receiving agency,
643,Russian Federation,1995,t,38000,X,Figure from external organization,Unofficial figure
643,Russian Federation,1996,t,42000,X,Figure from external organization,Unofficial figure
643,Russian Federation,1997,t,28000,X,Figure from external organization,Unofficial figure
643,Russian Federation,1998,t,36000,X,Figure from external organization,Unofficial figure
643,Russian Federation,1999,t,20000,X,Figure from external organization,Unofficial figure
643,Russian Federation,2000,t,19500,X,Figure from external organization,Unofficial figure
643,Russian Federation,2001,t,16000,X,Figure from external organization,Unofficial figure
643,Russian Federation,2002,t,15000,X,Figure from external organization,Unofficial figure
643,Russian Federation,2003,t,12000,X,Figure from external organization,Unofficial figure
643,Russian Federation,2004,t,15000,X,Figure from external organization,Unofficial figure
643,Russian Federation,2005,t,7000,X,Figure from external organization,Unofficial figure
643,Russian Federation,2006,t,21000,X,Figure from external organization,Unofficial figure
643,Russian Federation,2007,t,23000,X,Figure from external organization,Unofficial figure
643,Russian Federation,2008,t,33000,E,Estimated value,
643,Russian Federation,2009,t,34000,E,Estimated value,
643,Russian Federation,2010,t,30031.41,I,Value imputed by a receiving agency,
643,Russian Federation,2011,t,20750.18,I,Value imputed by a receiving agency,
643,Russian Federation,2012,t,18926.66,I,Value imputed by a receiving agency,
643,Russian Federation,2013,t,17522.67,I,Value imputed by a receiving agency,
643,Russian Federation,2014,t,16459.36,I,Value imputed by a receiving agency,
643,Russian Federation,2015,t,15388.24,I,Value imputed by a receiving agency,
643,Russian Federation,2016,t,16130.48,I,Value imputed by a receiving agency,
643,Russian Federation,2017,t,18155.67,I,Value imputed by a receiving agency,
643,Russian Federation,2018,t,19761.32,I,Value imputed by a receiving agency,
643,Russian Federation,2019,t,23000,E,Estimated value,
643,Russian Federation,2020,t,20784.59,I,Value imputed by a receiving agency,
643,Russian Federation,2021,t,20396.87,I,Value imputed by a receiving agency,
643,Russian Federation,2022,t,20000,E,Estimated value,
643,Russian Federation,2023,t,30000,E,Estimated value,
643,Russian Federation,2024,t,25987.87,I,Value imputed by a receiving agency,
682,Saudi Arabia,2020,t,69175,A,Official figure,
682,Saudi Arabia,2021,t,69729,A,Official figure,
682,Saudi Arabia,2022,t,73379,A,Official figure,
682,Saudi Arabia,2023,t,158371.49,A,Official figure,
682,Saudi Arabia,2024,t,92663.62,E,Estimated value,
686,Senegal,1961,t,6500,A,Official figure,
686,Senegal,1962,t,6000,A,Official figure,
686,Senegal,1963,t,5500,A,Official figure,
686,Senegal,1964,t,3000,A,Official figure,
686,Senegal,1965,t,3000,A,Official figure,
686,Senegal,1966,t,4700,A,Official figure,
686,Senegal,1967,t,6100,A,Official figure,
686,Senegal,1968,t,3400,A,Official figure,
686,Senegal,1969,t,4370,A,Official figure,
686,Senegal,1970,t,3391,A,Official figure,
686,Senegal,1971,t,4200,A,Official figure,
686,Senegal,1972,t,4200,A,Official figure,
686,Senegal,1973,t,2528,A,Official figure,
686,Senegal,1974,t,3908,A,Official figure,
686,Senegal,1975,t,3943,A,Official figure,
686,Senegal,1976,t,3900,A,Official figure,
686,Senegal,1977,t,2604,A,Official figure,
686,Senegal,1978,t,2673,A,Official figure,
686,Senegal,1979,t,1327,A,Official figure,
686,Senegal,1980,t,1500,E,Estimated value,
686,Senegal,1981,t,1500,E,Estimated value,
686,Senegal,1982,t,1500,E,Estimated value,
686,Senegal,1983,t,2000,E,Estimated value,
686,Senegal,1984,t,4000,E,Estimated value,
686,Senegal,1985,t,4883,A,Official figure,
686,Senegal,1986,t,2641,A,Official figure,
686,Senegal,1987,t,3175,A,Official figure,
686,Senegal,1988,t,2968,X,Figure from external organization,Unofficial figure
686,Senegal,1989,t,1402,A,Official figure,
686,Senegal,1990,t,690,A,Official figure,
688,Serbia,2006,t,1000,E,Estimated value,
688,Serbia,2007,t,1000,E,Estimated value,
688,Serbia,2008,t,1000,E,Estimated value,
688,Serbia,2009,t,3700,E,Estimated value,
688,Serbia,2010,t,3000,E,Estimated value,
688,Serbia,2011,t,4800,E,Estimated value,
688,Serbia,2012,t,7000,E,Estimated value,
688,Serbia,2013,t,7000,E,Estimated value,
688,Serbia,2014,t,8490.41,I,Value imputed by a receiving agency,
688,Serbia,2015,t,10217,A,Official figure,
688,Serbia,2016,t,15181,A,Official figure,
688,Serbia,2017,t,14501,A,Official figure,
688,Serbia,2018,t,10986,A,Official figure,
688,Serbia,2019,t,12537.13,A,Official figure,
688,Serbia,2020,t,17568.13,A,Official figure,
688,Serbia,2021,t,12611,A,Official figure,
688,Serbia,2022,t,10822,A,Official figure,
688,Serbia,2023,t,12413.63,A,Official figure,
688,Serbia,2024,t,12823.76,A,Official figure,
694,Sierra Leone,1961,t,800,E,Estimated value,
694,Sierra Leone,1962,t,850,E,Estimated value,
694,Sierra Leone,1963,t,850,E,Estimated value,
694,Sierra Leone,1964,t,900,E,Estimated value,
694,Sierra Leone,1965,t,950,E,Estimated value,
694,Sierra Leone,1966,t,1000,E,Estimated value,
694,Sierra Leone,1967,t,950,E,Estimated value,
694,Sierra Leone,1968,t,950,E,Estimated value,
694,Sierra Leone,1969,t,950,E,Estimated value,
694,Sierra Leone,1970,t,923,A,Official figure,
694,Sierra Leone,1971,t,850,E,Estimated value,
694,Sierra Leone,1972,t,800,E,Estimated value,
694,Sierra Leone,1973,t,800,E,Estimated value,
694,Sierra Leone,1974,t,850,E,Estimated value,
694,Sierra Leone,1975,t,850,E,Estimated value,
694,Sierra Leone,1976,t,850,E,Estimated value,
694,Sierra Leone,1977,t,900,E,Estimated value,
694,Sierra Leone,1978,t,900,E,Estimated value,
694,Sierra Leone,1979,t,1000,E,Estimated value,
694,Sierra Leone,1980,t,1100,E,Estimated value,
694,Sierra Leone,1981,t,1100,E,Estimated value,
694,Sierra Leone,1982,t,1150,E,Estimated value,
694,Sierra Leone,1983,t,1150,E,Estimated value,
694,Sierra Leone,1984,t,1100,E,Estimated value,
694,Sierra Leone,1985,t,1150,E,Estimated value,
694,Sierra Leone,1986,t,1150,E,Estimated value,
694,Sierra Leone,1987,t,1150,E,Estimated value,
694,Sierra Leone,1988,t,1100,A,Official figure,
694,Sierra Leone,1989,t,1200,A,Official figure,
694,Sierra Leone,1990,t,1200,A,Official figure,
694,Sierra Leone,1991,t,1200,A,Official figure,
694,Sierra Leone,1992,t,1200,A,Official figure,
694,Sierra Leone,1993,t,1140,A,Official figure,
694,Sierra Leone,1994,t,3000,A,Official figure,
694,Sierra Leone,1995,t,2000,A,Official figure,
694,Sierra Leone,1996,t,2500,A,Official figure,
694,Sierra Leone,1997,t,2900,A,Official figure,
694,Sierra Leone,1998,t,2100,A,Official figure,
694,Sierra Leone,1999,t,1900,A,Official figure,
694,Sierra Leone,2000,t,2700,X,Figure from external organization,Unofficial figure
694,Sierra Leone,2001,t,3100,X,Figure from external organization,Unofficial figure
694,Sierra Leone,2002,t,3300,X,Figure from external organization,Unofficial figure
694,Sierra Leone,2003,t,3400,E,Estimated value,
694,Sierra Leone,2004,t,3500,E,Estimated value,
694,Sierra Leone,2005,t,4640,E,Estimated value,
694,Sierra Leone,2006,t,4800,E,Estimated value,
694,Sierra Leone,2007,t,6400,E,Estimated value,
694,Sierra Leone,2008,t,8000,E,Estimated value,
694,Sierra Leone,2009,t,7776.54,I,Value imputed by a receiving agency,
694,Sierra Leone,2010,t,8178.6,I,Value imputed by a receiving agency,
694,Sierra Leone,2011,t,8406.07,I,Value imputed by a receiving agency,
694,Sierra Leone,2012,t,8883.79,I,Value imputed by a receiving agency,
694,Sierra Leone,2013,t,9151.54,I,Value imputed by a receiving agency,
694,Sierra Leone,2014,t,9617.47,I,Value imputed by a receiving agency,
694,Sierra Leone,2015,t,10453.99,I,Value imputed by a receiving agency,
694,Sierra Leone,2016,t,9741,E,Estimated value,
694,Sierra Leone,2017,t,9995.63,I,Value imputed by a receiving agency,
694,Sierra Leone,2018,t,10219.14,I,Value imputed by a receiving agency,
694,Sierra Leone,2019,t,10397.17,I,Value imputed by a receiving agency,
694,Sierra Leone,2020,t,11645.95,I,Value imputed by a receiving agency,
694,Sierra Leone,2021,t,12910.78,I,Value imputed by a receiving agency,
694,Sierra Leone,2022,t,13941.45,I,Value imputed by a receiving agency,
694,Sierra Leone,2023,t,16365.91,A,Official figure,
694,Sierra Leone,2024,t,15905.76,I,Value imputed by a receiving agency,
703,Slovakia,1993,t,500,E,Estimated value,
703,Slovakia,1994,t,819.36,I,Value imputed by a receiving agency,
703,Slovakia,1995,t,807.67,I,Value imputed by a receiving agency,
703,Slovakia,1996,t,796.73,I,Value imputed by a receiving agency,
703,Slovakia,1997,t,600,E,Estimated value,
703,Slovakia,1998,t,813.64,I,Value imputed by a receiving agency,
703,Slovakia,1999,t,1200,E,Estimated value,
703,Slovakia,2000,t,1800,E,Estimated value,
703,Slovakia,2001,t,1000,E,Estimated value,
703,Slovakia,2002,t,1850,E,Estimated value,
703,Slovakia,2003,t,900,E,Estimated value,
703,Slovakia,2004,t,4241,A,Official figure,
703,Slovakia,2005,t,251,A,Official figure,
703,Slovakia,2006,t,99,A,Official figure,
703,Slovakia,2007,t,557,A,Official figure,
703,Slovakia,2008,t,227,A,Official figure,
703,Slovakia,2009,t,3098,A,Official figure,
703,Slovakia,2010,t,250,E,Estimated value,
703,Slovakia,2011,t,60,E,Estimated value,
703,Slovakia,2012,t,27,A,Official figure,
703,Slovakia,2013,t,19,A,Official figure,
703,Slovakia,2014,t,120,A,Official figure,
703,Slovakia,2015,t,15,A,Official figure,
703,Slovakia,2016,t,158,A,Official figure,
703,Slovakia,2017,t,342,A,Official figure,
703,Slovakia,2018,t,1880,A,Official figure,
703,Slovakia,2019,t,1840,A,Official figure,
703,Slovakia,2020,t,1750,A,Official figure,
703,Slovakia,2021,t,2020,A,Official figure,
703,Slovakia,2022,t,1830,A,Official figure,
703,Slovakia,2023,t,3180,A,Official figure,
703,Slovakia,2024,t,1810,A,Official figure,
705,Slovenia,1992,t,189,A,Official figure,
705,Slovenia,1993,t,114,A,Official figure,
705,Slovenia,1994,t,60,A,Official figure,
705,Slovenia,1995,t,199,A,Official figure,
705,Slovenia,1996,t,271,A,Official figure,
705,Slovenia,1997,t,135,A,Official figure,
705,Slovenia,1998,t,150,A,Official figure,
705,Slovenia,1999,t,131,A,Official figure,
705,Slovenia,2000,t,142,A,Official figure,
705,Slovenia,2001,t,395,A,Official figure,
705,Slovenia,2002,t,95,A,Official figure,
705,Slovenia,2003,t,210,A,Official figure,
